"","X","CITY","STABBR","INSTNM","MAIN","INSTURL","PREDDEG","CONTROL","UGDS","ADM_RATE","SAT_AVG","ACTCMMID","TUITIONFEE_IN","TUITIONFEE_OUT","C150_4","LONGITUDE","LATITUDE"
"459",459,"Tampa","FL","University of South Florida-Main Campus",1,"www.usf.edu",3,1,30279,0.5316,1162,26,6410,17324,0.6719,-82.415876,28.056647
"460",460,"Miami Gardens","FL","St Thomas University",1,"www.stu.edu",3,2,931,0.849,919,19,27150,27150,0.327,-80.256265,25.920915
"461",461,"DeLand","FL","Stetson University",1,"www.stetson.edu",3,2,2821,0.6124,1061.44920634921,23.2588331963846,40040,40040,0.611,-81.301604,29.036295
"462",462,"Lakeland","FL","Southeastern University",1,"www.seu.edu/",3,2,2946,0.4394,965,21,22202,22202,0.4247,-81.918997,28.031864
"463",463,"Tallahassee","FL","Tallahassee Community College",1,"https://www.tcc.fl.edu",2,1,11995,1,1061.44920634921,23.2588331963846,2026,8062,0.510104098765432,-84.341462,30.445234
"464",464,"Miami Beach","FL","Talmudic College of Florida",1,"www.talmudicu.edu",3,2,46,1,1061.44920634921,23.2588331963846,12500,12500,0.8,-80.141334,25.7949
"465",465,"Tampa","FL","The University of Tampa",1,"www.ut.edu",3,2,6811,0.5188,1094,25,26330,26330,0.6238,-82.465582,27.947225
"466",466,"Jacksonville","FL","Trinity Baptist College",1,"www.tbc.edu",3,2,352,0.6368,899,19,10110,10110,0.413,-81.705655,30.323755
"467",467,"Trinity","FL","Trinity College of Florida",1,"trinitycollege.edu",3,2,224,1,1061.44920634921,23.2588331963846,14660,14660,0.3226,-82.677065,28.194222
"468",468,"Orlando","FL","Valencia College",1,"valenciacollege.edu",2,1,37634,1,1061.44920634921,23.2588331963846,2474,9383,0.4446,-81.471181,28.52092
"469",469,"Lake Wales","FL","Warner University",1,"www.warner.edu",3,2,1011,0.26,863,18,18966,18966,0.3767,-81.599972,27.825751
"470",470,"Babson Park","FL","Webber International University",1,"www.webber.edu",3,2,687,0.5056,950,20,24034,24034,0.3012,-81.532325,27.838798
"471",471,"Pensacola","FL","The University of West Florida",1,"uwf.edu",3,1,9794,0.4167,1065,24,6360,19241,0.5146,-87.218125,30.542855
"472",472,"Tifton","GA","Abraham Baldwin Agricultural College",1,"www.abac.edu",2,1,3244,0.7726,927,20,3394,9839,0.1618,-83.528281,31.481889
"473",473,"Decatur","GA","Agnes Scott College",1,"www.agnesscott.edu",3,2,802,0.6772,1061.44920634921,23.2588331963846,35982,35982,0.7333,-84.29563,33.769996
"474",474,"Albany","GA","Darton State College",1,"www.darton.edu",2,1,5300,1,1061.44920634921,23.2588331963846,3502,9428,0.1383,-84.212087,31.583594
"475",475,"Albany","GA","Albany State University",1,"www.asurams.edu/",3,1,3261,0.4729,875,18,5192,15196,0.3962,-84.14306,31.571395
"476",476,"Cuthbert","GA","Andrew College",1,"www.andrewcollege.edu",2,2,295,0.4631,798,18,14226,14226,0.510104098765432,-84.795021,31.772321
"477",477,"Savannah","GA","Armstrong State University",1,"www.armstrong.edu",3,1,6162,0.6803,1006,22,5266,15271,0.3032,-81.160409,31.978109
"478",478,"Atlanta","GA","The Art Institute of Atlanta",1,"www.artinstitutes.edu/atlanta",3,3,2584,1,1061.44920634921,23.2588331963846,17596,17596,0.2176,-84.354867,33.937445
"479",479,"West Point","GA","Point University",1,"point.edu",3,2,1399,0.5189,917,19,17650,17650,0.3678,-85.185134,32.879715
"480",480,"Atlanta","GA","Atlanta Metropolitan State College",1,"www.atlm.edu",2,1,2850,1,1061.44920634921,23.2588331963846,3058,8984,0.1129,-84.404659,33.70893
"481",481,"Atlanta","GA","Clark Atlanta University",1,"www.cau.edu",3,2,2567,0.8467,860,18,21334,21334,0.4115,-84.412818,33.748772
"482",482,"Atlanta","GA","Bauder College",1,"www.bauder.edu/",2,3,398,1,1061.44920634921,23.2588331963846,13356,13356,0.2131,-84.399724,33.767494
"483",483,"Mount Berry","GA","Berry College",1,"www.berry.edu",3,2,2065,0.6083,1183,27,30530,30530,0.6161,-85.189077,34.289254
"484",484,"Atlanta","GA","Beulah Heights University",1,"www.beulah.edu",3,2,451,1,1061.44920634921,23.2588331963846,9390,9390,0.2105,-84.358086,33.737022
"485",485,"Gainesville","GA","Brenau University",1,"www.brenau.edu",3,2,1581,0.7581,985,23.2588331963846,24780,24780,0.4659,-83.821513,34.303117
"486",486,"Mount Vernon","GA","Brewton-Parker College",1,"www.bpc.edu",3,2,472,1,1061.44920634921,23.2588331963846,14200,14200,0.1772,-82.586136,32.185718
"487",487,"Brunswick","GA","College of Coastal Georgia",1,"www.ccga.edu",2,1,2833,0.9235,920,20,4510,12566,0.1547,-81.486086,31.182741
"488",488,"Atlanta","GA","Carver Bible College",1,"www.carver.edu",3,2,88,1,1061.44920634921,23.2588331963846,9260,9260,0.0588,-84.515091,33.7236
"489",489,"Morrow","GA","Clayton  State University",1,"www.clayton.edu",3,1,6064,0.4245,930,20,5246,15251,0.3298,-84.328174,33.594079
"490",490,"Columbus","GA","Columbus State University",1,"www.columbusstate.edu",3,1,6715,0.5522,976,21,5613,15930,0.3241,-84.940796,32.501556
"491",491,"Lookout Mountain","GA","Covenant College",1,"www.covenant.edu",3,2,1066,0.9664,1175,26,30160,30160,0.5655,-85.37496,34.963327
"492",492,"Dalton","GA","Dalton State College",1,"https://www.daltonstate.edu/index.cms",2,1,4671,1,1061.44920634921,23.2588331963846,3982,12038,0.1552,-85.00289,34.77496
"493",493,"Savannah","GA","South University-Savannah",1,"www.southuniversity.edu",2,3,764,1,1061.44920634921,23.2588331963846,16360,16360,0.0909,-81.105435,31.999571
"494",494,"Swainsboro","GA","East Georgia State College",1,"www.ega.edu",2,1,2847,1,1061.44920634921,23.2588331963846,4284,11692,0.0562,-82.308486,32.59577
"495",495,"Franklin Springs","GA","Emmanuel College",1,"www.ec.edu",3,2,727,0.4912,960,23.2588331963846,18170,18170,0.4524,-83.146825,34.282617
"496",496,"Atlanta","GA","Emory University",1,"www.emory.edu",3,2,7730,0.2682,1366,31,45008,45008,0.8892,-84.325782,33.798836
"497",497,"Rome","GA","Georgia Highlands College",1,"www.highlands.edu",2,1,5159,1,1061.44920634921,23.2588331963846,2595,8521,0.0681,-85.207356,34.169791
"498",498,"Fort Valley","GA","Fort Valley State University",1,"www.fvsu.edu",3,1,2172,0.2419,873,18,6448,18954,0.3175,-83.895548,32.538163
"499",499,"Atlanta","GA","Georgia Institute of Technology-Main Campus",1,"www.gatech.edu",3,1,13996,0.3338,1400,32,11394,30698,0.8154,-84.396019,33.773732
"500",500,"Americus","GA","Georgia Southwestern State University",1,"https://gsw.edu/",3,1,2415,0.6964,970,21,5158,15163,0.3206,-84.217755,32.058198
"501",501,"Milledgeville","GA","Georgia College and State University",1,"WWW.GCSU.EDU",3,1,5827,0.7624,1132,25,8960,27308,0.6126,-83.231962,33.082787
"502",502,"Statesboro","GA","Georgia Southern University",1,"www.georgiasouthern.edu",3,1,17232,0.631,1099,24,6170,16487,0.5132,-81.782201,32.427756
"503",503,"Atlanta","GA","Georgia State University",1,"www.gsu.edu",3,1,24619,0.5944,1055,22,8618,23186,0.5334,-84.38667,33.7527
"504",504,"Athens","GA","University of Georgia",1,"www.uga.edu",3,1,26738,0.5572,1248,28,10836,29046,0.8462,-83.374049,33.956428
"505",505,"Barnesville","GA","Gordon State College",1,"www.gordonstate.edu",2,1,3864,0.4839,859,18,3510,9937,0.1295,-84.152548,33.045208
"506",506,"Decatur","GA","Gupton Jones College of Funeral Service",1,"WWW.GUPTON-JONES.EDU",2,2,162,1,1061.44920634921,23.2588331963846,10500,10500,0.510104098765432,-84.179602,33.710441
"507",507,"Lilburn","GA","Gwinnett College-Lilburn",1,"www.gwinnettcollege.edu",2,3,325,1,1061.44920634921,23.2588331963846,9925,9925,0.510104098765432,-84.121874,33.901271
"508",508,"Kennesaw","GA","Kennesaw State University",1,"www.kennesaw.edu",3,1,23058,0.5345,1076,23,5912,15630,0.4263,-84.58083,34.03629
"509",509,"Lagrange","GA","LaGrange College",1,"www.lagrange.edu",3,2,874,0.5525,1035,22,26620,26620,0.5321,-85.041394,33.039713
"510",510,"Marietta","GA","Life University",1,"www.life.edu",3,2,774,0.571,1061.44920634921,23.2588331963846,10500,10500,0.2821,-84.514156,33.932104
"511",511,"Macon","GA","Mercer University",1,"www.mercer.edu",3,2,4418,0.6672,1205,27,33780,33780,0.626,-83.650114,32.831709
"512",512,"Atlanta","GA","Morehouse College",1,"www.morehouse.edu",3,2,2106,0.8403,1004,22,26090,26090,0.5286,-84.415156,33.74793
"513",513,"Atlanta","GA","Oglethorpe University",1,"www.oglethorpe.edu",3,2,1064,0.7823,1139,25,32500,32500,0.5123,-84.334756,33.875939
"514",514,"Augusta","GA","Paine College",1,"www.paine.edu",3,2,841,0.2181,760,16,13332,13332,0.1777,-81.991199,33.469259
"515",515,"Demorest","GA","Piedmont College",1,"www.piedmont.edu",3,2,1286,0.5755,968,21,21350,21350,0.5049,-83.543216,34.56663
"516",516,"Waleska","GA","Reinhardt University",1,"www.reinhardt.edu",3,2,1317,0.9002,975,20,19196,19196,0.375,-84.554657,34.318874
"517",517,"Savannah","GA","Savannah College of Art and Design",1,"www.scad.edu",3,2,8846,0.6655,1081,24,34295,34295,0.6504,-81.093905,32.072966
"518",518,"Savannah","GA","Savannah State University",1,"www.savannahstate.edu/",3,1,4659,0.7763,847,18,5556,15561,0.2751,-81.063377,32.024781
"519",519,"Rome","GA","Shorter University",1,"www.shorter.edu",3,2,1449,0.6922,951,20,20250,20250,0.4515,-85.196213,34.258192
"520",520,"Atlanta","GA","Spelman College",1,"www.spelman.edu",3,2,2135,0.54,1005,22,25496,25496,0.7407,-84.410118,33.74519
"521",521,"Marietta","GA","Southern Polytechnic State University",1,"www.spsu.edu/",3,1,5890,0.7906,1134,25,5839,17144,0.352,-84.519276,33.938992
"522",522,"Thomasville","GA","Thomas University",1,"www.thomasu.edu",3,2,800,0.6027,1061.44920634921,23.2588331963846,15750,15750,0.1927,-83.981478,30.813954
"523",523,"Toccoa Falls","GA","Toccoa Falls College",1,"www.tfc.edu",3,2,807,0.3705,970,21,19700,19700,0.5226,-83.353462,34.59554
"524",524,"Cleveland","GA","Truett-McConnell College",1,"www.truett.edu",3,2,729,0.9633,971,21,17400,17400,0.2216,-83.745972,34.594437
"525",525,"Valdosta","GA","Valdosta State University",1,"www.valdosta.edu",3,1,9235,0.5414,1018,22,6142,16459,0.3913,-83.289925,30.849236
"526",526,"Macon","GA","Wesleyan College",1,"www.wesleyancollege.edu",3,2,553,1,1061.44920634921,23.2588331963846,20025,20025,0.4762,-83.717186,32.874648
"527",527,"Carrollton","GA","University of West Georgia",1,"www.westga.edu",3,1,9982,0.4861,950,20,5938,16258,0.4084,-85.099007,33.574421
"528",528,"Young Harris","GA","Young Harris College",1,"www.yhc.edu",3,2,1180,0.5029,990,23.2588331963846,26386,26386,0.4619,-83.847765,34.93316
"529",529,"Honolulu","HI","Chaminade University of Honolulu",1,"www.chaminade.edu",3,2,2017,0.8562,958,21,20940,20940,0.4873,-157.807642,21.290274
"530",530,"Hilo","HI","University of Hawaii at Hilo",1,"hilo.hawaii.edu",3,1,3295,0.7134,936,20,7036,19036,0.3843,-155.081329,19.701854
"531",531,"Honolulu","HI","University of Hawaii at Manoa",1,"manoa.hawaii.edu",3,1,13667,0.7882,1070,23,10620,29412,0.5619,-157.816607,21.292648
"532",532,"Honolulu","HI","Hawaii Pacific University",1,"www.hpu.edu",3,2,4741,0.6183,1061.44920634921,23.2588331963846,21130,21130,0.4233,-157.859401,21.31027
"533",533,"Honolulu","HI","Honolulu Community College",1,"www.honolulu.hawaii.edu",2,1,3261,1,1061.44920634921,23.2588331963846,2766,7614,0.510104098765432,-157.87488,21.319946
"534",534,"Honolulu","HI","Kapiolani Community College",1,"www.kapiolani.hawaii.edu",2,1,5764,1,1061.44920634921,23.2588331963846,2796,7644,0.510104098765432,-157.800413,21.271357
"535",535,"Lihue","HI","Kauai Community College",1,"kauai.hawaii.edu",2,1,1212,1,1061.44920634921,23.2588331963846,2844,7692,0.510104098765432,-159.395966,21.969509
"536",536,"Pearl City","HI","Leeward Community College",1,"www.leeward.hawaii.edu",2,1,5789,1,1061.44920634921,23.2588331963846,2791,7639,0.510104098765432,-157.985099,21.392802
"537",537,"Kahului","HI","University of Hawaii Maui College",1,"maui.hawaii.edu",2,1,3302,1,1061.44920634921,23.2588331963846,2862,7710,0.1044,-156.479854,20.890561
"538",538,"Kapolei","HI","University of Hawaii-West Oahu",1,"uhwo.hawaii.edu",3,1,2424,0.709,1061.44920634921,23.2588331963846,6888,18888,0.4,-158.061825,21.354897
"539",539,"Kaneohe","HI","Windward Community College",1,"https://windward.hawaii.edu",2,1,1782,1,1061.44920634921,23.2588331963846,2776,7624,0.510104098765432,-157.813213,21.40922
"540",540,"Boise","ID","Boise Bible College",1,"www.boisebible.edu",3,2,172,0.9275,996,21,11665,11665,0.4186,-116.290607,43.657437
"541",541,"Boise","ID","Boise State University",1,"www.boisestate.edu",3,1,16206,0.77,1042,23,6641,19493,0.3571,-116.205789,43.604403
"542",542,"Pocatello","ID","Idaho State University",1,"www.isu.edu/",3,1,9370,1,1061.44920634921,23.2588331963846,6566,19326,0.3307,-112.429084,42.864108
"543",543,"Moscow","ID","University of Idaho",1,"www.uidaho.edu",3,1,8162,0.6748,1057,24,6784,20314,0.5779,-117.024296,46.726894
"544",544,"Caldwell","ID","The College of Idaho",1,"www.collegeofidaho.edu",3,2,1113,0.929,1076,24,24955,24955,0.5985,-116.676838,43.652653
"545",545,"Lewiston","ID","Lewis-Clark State College",1,"www.lcsc.edu",3,1,3168,0.9904,923,20,8624,19142,0.2689,-117.026371,46.410034
"546",546,"Coeur d'Alene","ID","North Idaho College",1,"www.nic.edu/",2,1,4749,1,1061.44920634921,23.2588331963846,3022,7702,0.510104098765432,-116.798399,47.676416
"547",547,"Nampa","ID","Northwest Nazarene University",1,"www.nnu.edu",3,2,1300,0.6507,1052,23,27340,27340,0.5183,-116.564792,43.563181
"548",548,"Rexburg","ID","Brigham Young University-Idaho",1,"www.byui.edu",3,2,23865,0.9962,1041,23,3950,3950,0.5609,-111.784728,43.815384
"549",549,"Twin Falls","ID","College of Southern Idaho",1,"www.csi.edu",2,1,4621,1,1061.44920634921,23.2588331963846,2760,6720,0.510104098765432,-114.474373,42.58148
"550",550,"Chicago","IL","American Academy of Art",1,"www.aaart.edu",3,3,365,1,1061.44920634921,23.2588331963846,30220,30220,0.5106,-87.624396,41.877824
"551",551,"Chicago","IL","School of the Art Institute of Chicago",1,"www.saic.edu",3,2,2783,0.6915,1065,23,42230,42230,0.5714,-87.621411,41.879646
"552",552,"Rock Island","IL","Augustana College",1,"www.augustana.edu",3,2,2469,0.5361,1061.44920634921,23.2588331963846,37236,37236,0.7422,-90.552402,41.500326
"553",553,"Aurora","IL","Aurora University",1,"aurora.edu",3,2,3199,0.811,1010,22,21320,21320,0.5756,-88.349469,41.754465
"554",554,"Moline","IL","Black Hawk College",1,"www.bhc.edu",2,1,4250,1,1061.44920634921,23.2588331963846,3600,7050,0.510104098765432,-90.449497,41.475983
"555",555,"Carlinville","IL","Blackburn College",1,"www.blackburn.edu",3,2,578,0.651,989,21,19560,19560,0.386,-89.872248,39.288298
"556",556,"Quincy","IL","Blessing Rieman College of Nursing",1,"www.brcn.edu",3,2,234,1,1061.44920634921,23.2588331963846,24703.6852264291,17349.8388367161,0.510104098765432,-91.398548,39.935896
"557",557,"Peoria","IL","Bradley University",1,"www.bradley.edu",3,2,4585,0.643,1162,26,30844,30844,0.7383,-89.61462,40.697605
"558",558,"Galesburg","IL","Carl Sandburg College",1,"www.sandburg.edu",2,1,1591,1,1061.44920634921,23.2588331963846,4110,6854,0.510104098765432,-90.408203,40.98128
"559",559,"Chicago","IL","Chicago State University",1,"www.csu.edu",3,1,3874,0.2996,870,18,9846,16806,0.1915,-87.610344,41.718813
"560",560,"Chicago","IL","University of Chicago",1,"WWW.UCHICAGO.EDU",3,2,5729,0.0876,1505,34,49380,49380,0.9288,-87.601196,41.78917
"561",561,"Chicago","IL","City Colleges of Chicago-Harry S Truman College",1,"ccc.edu/colleges/truman/pages/default.aspx",2,1,5523,1,1061.44920634921,23.2588331963846,3070,7891,0.510104098765432,-87.659107,41.964502
"562",562,"Chicago","IL","City Colleges of Chicago-Harold Washington College",1,"www.ccc.edu/colleges/washington/Pages/default.aspx",2,1,8513,1,1061.44920634921,23.2588331963846,3070,7891,0.510104098765432,-87.626596,41.886067
"563",563,"Chicago","IL","City Colleges of Chicago-Wilbur Wright College",1,"ccc.edu/colleges/wright/pages/default.aspx",2,1,9067,1,1061.44920634921,23.2588331963846,3070,7891,0.510104098765432,-87.787868,41.958774
"564",564,"Chicago","IL","Columbia College-Chicago",1,"www.colum.edu",3,2,8929,0.8853,1061.44920634921,23.2588331963846,23544,23544,0.4285,-87.624554,41.873589
"565",565,"River Forest","IL","Concordia University-Chicago",1,"www.cuchicago.edu",3,2,1491,0.5385,1031,22,28718,28718,0.5783,-87.810009,41.898574
"566",566,"Chicago","IL","DePaul University",1,"www.depaul.edu",3,2,15858,0.6988,1061.44920634921,23.2588331963846,35071,35071,0.7121,-87.654116,41.923332
"567",567,"Glen Ellyn","IL","College of DuPage",1,"www.cod.edu",2,1,20964,1,1061.44920634921,23.2588331963846,5371,13081,0.510104098765432,-88.071635,41.841577
"568",568,"Chicago","IL","East-West University",1,"www.eastwest.edu",3,2,555,1,1061.44920634921,23.2588331963846,19545,19545,0.1,-87.624793,41.871309
"569",569,"Charleston","IL","Eastern Illinois University",1,"https://www.eiu.edu/",3,1,7525,0.4976,1010,22,11108,28088,0.5947,-88.175505,39.483017
"570",570,"Elmhurst","IL","Elmhurst College",1,"www.elmhurst.edu",3,2,2773,0.6771,1089,24,33950,33950,0.7396,-87.946096,41.899215
"571",571,"Eureka","IL","Eureka College",1,"www.eureka.edu",3,2,652,0.6448,1053,23,20060,20060,0.5294,-89.268952,40.713042
"572",572,"Bedford Park","IL","Fox College",1,"www.foxcollege.edu",2,3,354,0.6667,1061.44920634921,23.2588331963846,15180,15180,0.510104098765432,-87.726962,41.723498
"573",573,"University Park","IL","Governors State University",1,"www.govst.edu",3,1,3557,0.9409,909,19,9386,17036,0.510104098765432,-87.717012,41.448603
"574",574,"Greenville","IL","Greenville College",1,"www.greenville.edu",3,2,1055,0.5568,1056,23,24360,24360,0.4754,-89.409178,38.894751
"575",575,"Chicago","IL","Harrington College of Design",1,"www.harrington.edu",3,3,298,1,1061.44920634921,23.2588331963846,18357,18357,0.4196,-87.624659,41.877227
"576",576,"Skokie","IL","Hebrew Theological College",1,"www.htc.edu/",3,2,404,0.9284,1030,22,19190,19190,0.0613,-87.761119,42.011055
"577",577,"Freeport","IL","Highland Community College",1,"www.highland.edu",2,1,1456,1,1061.44920634921,23.2588331963846,3231,5151,0.510104098765432,-89.673597,42.283315
"578",578,"Chicago","IL","University of Illinois at Chicago",1,"www.uic.edu",3,1,16635,0.7448,1125,25,13634,26024,0.5968,-87.651145,41.872651
"579",579,"Lisle","IL","Benedictine University",1,"www.ben.edu",3,2,3750,0.7717,1030,22,26558,26558,0.5092,-88.095948,41.776395
"580",580,"Champaign","IL","University of Illinois at Urbana-Champaign",1,"www.illinois.edu/",3,1,31875,0.5904,1326,29,15020,29646,0.8416,-88.230309,40.108864
"581",581,"Bloomington","IL","Illinois Wesleyan University",1,"www.iwu.edu",3,2,1883,0.6043,1249,28,40844,40844,0.806,-88.990622,40.491522
"582",582,"East Peoria","IL","Illinois Central College",1,"icc.edu",2,1,7934,1,1061.44920634921,23.2588331963846,3750,9300,0.510104098765432,-89.525411,40.706247
"583",583,"Jacksonville","IL","Illinois College",1,"www.ic.edu",3,2,948,0.5413,1061.44920634921,23.2588331963846,29210,29210,0.753,-90.246256,39.730827
"584",584,"Olney","IL","Olney Central College",1,"www.iecc.edu/occ",2,1,833,1,1061.44920634921,23.2588331963846,2954,11070,0.510104098765432,-88.095764,38.733906
"585",585,"Chicago","IL","Illinois Institute of Technology",1,"www.iit.edu",3,2,3046,0.506,1266,28,41645,41645,0.6523,-87.628346,41.833801
"586",586,"Normal","IL","Illinois State University",1,"illinoisstate.edu/",3,1,18056,0.7388,1110,24,13296,20886,0.7192,-88.99234,40.509724
"587",587,"Chicago","IL","Sanford-Brown College-Chicago",1,"www.sanfordbrown.edu/chicago",3,3,229,1,1061.44920634921,23.2588331963846,14400,14400,0.152,-87.627626,41.882044
"588",588,"Carterville","IL","John A Logan College",1,"https://www.jalc.edu",2,1,3664,1,1061.44920634921,23.2588331963846,2970,9630,0.510104098765432,-89.09021,37.747453
"589",589,"Quincy","IL","John Wood Community College",1,"www.jwcc.edu",2,1,1577,1,1061.44920634921,23.2588331963846,4260,7560,0.510104098765432,-91.339565,39.913722
"590",590,"Joliet","IL","Joliet Junior College",1,"www.jjc.edu",2,1,12606,1,1061.44920634921,23.2588331963846,3450,10006,0.510104098765432,-88.180985,41.500535
"591",591,"Elgin","IL","Judson University",1,"www.judsonu.edu",3,2,1051,0.7312,1080,23,27530,27530,0.4972,-88.289708,42.05896
"592",592,"Chicago","IL","Kendall College",1,"www.kendall.edu",3,3,1452,0.8351,1061.44920634921,23.2588331963846,25173,25173,0.3,-87.648936,41.898756
"593",593,"Malta","IL","Kishwaukee College",1,"www.kishwaukeecollege.edu",2,1,3293,1,1061.44920634921,23.2588331963846,3810,14610,0.510104098765432,-88.879739,41.938805
"594",594,"Galesburg","IL","Knox College",1,"https://www.knox.edu",3,2,1376,0.6824,1061.44920634921,23.2588331963846,40497,40497,0.8038,-90.370316,40.941829
"595",595,"Lake Forest","IL","Lake Forest College",1,"www.lakeforest.edu",3,2,1600,0.552,1061.44920634921,23.2588331963846,41172,41172,0.7302,-87.830777,42.250456
"596",596,"Danville","IL","Lakeview College of Nursing",1,"www.lakeviewcol.edu",3,2,270,1,1061.44920634921,23.2588331963846,24703.6852264291,17349.8388367161,0.510104098765432,-87.644452,40.137179
"597",597,"Godfrey","IL","Lewis and Clark Community College",1,"www.lc.edu",2,1,4404,1,1061.44920634921,23.2588331963846,3388,10392,0.510104098765432,-90.195552,38.952408
"598",598,"Romeoville","IL","Lewis University",1,"www.lewisu.edu",3,2,4605,0.6191,1070,23,27830,27830,0.6246,-88.079032,41.605432
"599",599,"Lincoln","IL","Lincoln Christian University",1,"www.lincolnchristian.edu",3,2,553,0.4758,1006,22,16050,16050,0.5747,-89.34582,40.148897
"600",600,"Lincoln","IL","Lincoln College",1,"lincolncollege.edu",2,2,1184,0.5624,1125,25,17500,17500,0.2593,-89.360552,40.157141
"601",601,"Chicago","IL","Loyola University Chicago",1,"www.luc.edu",3,2,10042,0.6334,1212,27,37412,37412,0.7335,-87.657399,41.999161
"602",602,"Rock Island","IL","Trinity College of Nursing & Health Sciences",1,"www.trinitycollegeqc.edu",2,2,203,0.5714,1061.44920634921,23.2588331963846,27067,27067,0.5,-90.57091,41.48559
"603",603,"Chicago","IL","MacCormac College",1,"www.maccormac.edu",2,2,183,1,1061.44920634921,23.2588331963846,12820,12820,0.510104098765432,-87.626373,41.875337
"604",604,"Jacksonville","IL","MacMurray College",1,"www.mac.edu",3,2,546,0.7837,970,21,23600,23600,0.2889,-90.22175,39.730226
"605",605,"Lebanon","IL","McKendree University",1,"www.mckendree.edu/prospective/admissions/index.aspx",3,2,2452,0.6115,1048,23,26900,26900,0.5649,-89.814486,38.609431
"606",606,"Peoria","IL","Methodist College",1,"www.methodistcol.edu",3,2,595,0.4386,930,20,19600,19600,0.510104098765432,-89.591277,40.70017
"607",607,"Peoria","IL","Midstate College",1,"www.midstate.edu",2,3,510,0.88,1061.44920634921,23.2588331963846,16230,16230,0.3913,-89.592173,40.691391
"608",608,"Decatur","IL","Millikin University",1,"https://www.millikin.edu",3,2,2082,0.6273,1046,23,29620,29620,0.6136,-88.974571,39.842604
"609",609,"Monmouth","IL","Monmouth College",1,"www.monmouthcollege.edu",3,2,1281,0.6906,1033,22,33200,33200,0.5561,-90.637909,40.91459
"610",610,"Chicago","IL","Moody Bible Institute",1,"www.moody.edu",3,2,3139,0.7207,1061.44920634921,23.2588331963846,11348,11348,0.8648,-87.633459,41.897822
"611",611,"Palos Hills","IL","Moraine Valley Community College",1,"www.morainevalley.edu",2,1,11460,1,1061.44920634921,23.2588331963846,3936,10146,0.510104098765432,-87.836915,41.694613
"612",612,"Morrison","IL","Morrison Institute of Technology",1,"www.morrisontech.edu",2,2,85,1,1061.44920634921,23.2588331963846,15590,15590,0.510104098765432,-89.965963,41.7971
"613",613,"Cicero","IL","Morton College",1,"www.morton.edu",2,1,2747,1,1061.44920634921,23.2588331963846,3508,9652,0.510104098765432,-87.762306,41.824303
"614",614,"Chicago","IL","National Louis University",1,"www.nl.edu",3,2,1307,0.9744,1061.44920634921,23.2588331963846,12867,12867,0.25,-87.624805,41.879826
"615",615,"Lombard","IL","National University of Health Sciences",1,"www.nuhs.edu",3,2,67,1,1061.44920634921,23.2588331963846,24703.6852264291,17349.8388367161,0.510104098765432,-88.013153,41.861919
"616",616,"Naperville","IL","North Central College",1,"northcentralcollege.edu",3,2,2685,0.5984,1125,25,34230,34230,0.6288,-88.143649,41.775304
"617",617,"Chicago","IL","North Park University",1,"www.northpark.edu",3,2,2181,0.5461,1025,22,24600,24600,0.5338,-87.709142,41.9751
"618",618,"Dekalb","IL","Northern Illinois University",1,"www.niu.edu",3,1,15391,0.5089,1030,22,13505,22784,0.4961,-88.766065,41.933791
"619",619,"Chicago","IL","Northwestern College-Chicago Campus",1,"www.NC.edu",2,3,334,0.9353,1061.44920634921,23.2588331963846,17265,17265,0.510104098765432,-87.759615,41.968664
"620",620,"Evanston","IL","Northwestern University",1,"www.northwestern.edu",3,2,8725,0.1311,1461,33,47251,47251,0.9331,-87.673653,42.058377
"621",621,"Chicago","IL","Northeastern Illinois University",1,"www.neiu.edu/",3,1,8284,0.5761,890,19,8868,16164,0.2185,-87.72013,41.980567
"622",622,"Des Plaines","IL","Oakton Community College",1,"www.oakton.edu",2,1,9932,1,1061.44920634921,23.2588331963846,3061,10418,0.510104098765432,-87.880644,42.061893
"623",623,"Bourbonnais","IL","Olivet Nazarene University",1,"www.olivet.edu",3,2,3504,0.7449,1105,24,31390,31390,0.5593,-87.873654,41.155489
"624",624,"Champaign","IL","Parkland College",1,"www.parkland.edu",2,1,7232,1,1061.44920634921,23.2588331963846,3945,14355,0.510104098765432,-88.290359,40.131963
"625",625,"Quincy","IL","Quincy University",1,"www.quincy.edu",3,2,1075,0.8893,1024,22,26572,26572,0.4898,-91.387928,39.939235
"626",626,"Chicago","IL","The Illinois Institute of Art-Chicago",1,"www.aii.edu",3,3,1807,1,1061.44920634921,23.2588331963846,17488,17488,0.2604,-87.637632,41.888723
"627",627,"Decatur","IL","Richland Community College",1,"www.richland.edu",2,1,2554,1,1061.44920634921,23.2588331963846,3444,13164,0.510104098765432,-88.894125,39.883887
"628",628,"Chicago","IL","Robert Morris University Illinois",1,"www.robertmorris.edu/",2,2,2778,0.2433,1061.44920634921,23.2588331963846,23700,23700,0.4738,-87.627068,41.876278
"629",629,"Rockford","IL","Rock Valley College",1,"www.rockvalleycollege.edu",2,1,6937,1,1061.44920634921,23.2588331963846,3044,14774,0.510104098765432,-88.994586,42.309537
"630",630,"Rockford","IL","Rockford University",1,"www.rockford.edu",3,2,1017,0.548,1009,22,27530,27530,0.4463,-89.019536,42.270639
"631",631,"Chicago","IL","Roosevelt University",1,"www.roosevelt.edu",3,2,3727,0.7764,1050,23,26900,26900,0.3035,-87.624952,41.876055
